1.090692802014217588e-01,4.572971528044569162e-02,1.242306773031440770e-01,-8.209248438503952139e-02,2.433194711708348557e-01,-1.753825424826878920e-01,-1.083163174627670006e-01,1.342684894147014307e-02,-4.676294282827739984e-02,-6.663928722648959635e-02,-5.349921789675854411e-02,-7.184014307823229431e-03,6.442128780897186935e-02,5.161454088232967502e-02,1.249342745930284194e-02
-2.223720486517311024e-01,-1.122864938192108530e-01,2.788770138465367088e-03,-3.528701903592661449e-01,-3.356815554750738895e-02,1.896309950516516241e-01,-3.148329338310921766e-01,1.791997927582063554e-01,-1.975949733354457338e-01,-1.190147016731389479e-01,-3.205999322766735493e-01,1.450661730203247624e-01,-1.432108090114901922e-01,-1.637850217234206318e-01,3.001427891004209564e-02
1.206189217142373815e-01,-1.601551885682307025e-02,-7.248522290507394827e-02,-4.588305916283538233e-01,-1.669342255172940603e-01,1.910723615393681574e-01,-4.280402688606892159e-02,2.815291269825334619e-02,-2.322332834672081459e-01,2.410308490303464946e-01,4.159160921122366239e-01,6.426964795031867017e-02,9.285865383754052238e-02,-6.163381331509251160e-01,-2.201750866823571351e-01
1.656045277368621560e-02,-5.758458993927029201e-01,2.473600486829125311e-01,-2.274841466178946503e-01,2.905566619437576631e-02,-1.190773087573645805e-01,2.007841622805851822e-01,-2.710198255750040919e-01,-4.599037530178744226e-02,-4.009076661700647914e-01,4.354701630371338172e-02,-6.099716195589879320e-01,-9.647179289334903429e-02,-2.629419719366768438e-02,-1.150367914776670858e-01
-7.590007844885406085e-02,-9.261571258793950545e-02,3.904331244821738212e-01,1.231470507001326264e-01,2.347299916445387546e-02,-1.756071161453196805e-01,6.169637292359889669e-01,1.550672879165765905e-01,8.767160590367606421e-02,5.007177281022863469e-02,2.667592687474495960e-01,-4.171097897302065705e-01,-9.121786046663518666e-02,6.727782747964080601e-01,-6.261802178017809861e-02
2.732139957901936200e-01,5.182777493316615969e-01,-9.352582482604732128e-02,6.545772338293615045e-02,3.107805554097639034e-01,-1.673504034097475501e-01,1.476810472436972388e-01,-3.108735729636230571e-02,2.039792153063281765e-01,7.390161524713179109e-02,9.233698458044571622e-02,4.430196173432572881e-01,-1.927992102609973335e-01,1.205693912058030337e+00,-2.031169480738799771e-01
1.898529726065536494e-01,5.300839589173320654e-01,-3.908975635517242808e-01,4.255434389353819902e-01,1.624699786132284274e-01,2.933152366591450511e-01,-3.633942186529038887e-01,-1.592466450026230051e-01,4.484144928204560898e-01,-4.595473406086797441e-01,-7.660370359026591469e-01,3.455366557006582795e-01,-1.030545469660079511e-01,3.744975180666632042e-02,3.500794148056683985e-01
9.853100944512863113e-02,6.814590690451705068e-03,2.586630748536373758e-01,-1.640276602592989352e-01,3.713356600757797277e-02,-1.423654578094478429e-01,-4.872461018997195081e-01,1.764566678109857900e-01,-4.087805112523461015e-01,-2.544019986501199204e-01,-6.400563748538524722e-01,1.016404584950545975e-01,2.745504025506823043e-01,-9.219470477506854778e-01,3.956201569622335712e-01
-2.664756214702775350e-01,-1.004413800264872814e-01,1.097884215355205695e-01,-5.686770557261138226e-01,-2.595239743148577416e-01,3.022899062994452435e-03,1.905911958302999171e-02,2.059713024448504015e-01,-1.043904049526766853e+00,6.189512539537236346e-01,4.083893352910593633e-01,5.043503443013400145e-02,1.024158134680318993e-01,-6.839970813431015539e-01,-4.732619676018480770e-01
-1.647789909146941401e-01,-2.055834466893205481e-01,1.068998340732980612e-01,-2.356154018496854630e-01,-1.077083715867949154e-02,-1.735769455744392564e-01,-6.895713664129080045e-02,-5.324759509139622704e-01,-3.729921371556560450e-02,1.031159746055471393e-01,8.063043758238218617e-01,-5.094169651139809352e-01,-1.057104257115746987e-01,1.752328611090907817e-01,-4.904850057695762100e-01
-1.213649088531738029e-01,2.810611836188114943e-02,-1.066227027153011375e-01,1.171470724646025696e-01,-3.436961094479321077e-02,1.720635980527857045e-02,4.839683249189409286e-01,3.358035966462097344e-02,5.299324488578784909e-01,-4.861103832151247861e-01,1.816920177406243231e-01,-5.867604585674928153e-01,-1.222112299499438920e-01,1.644602768218941247e-01,-1.336936497520738176e-01
1.035720731875661854e-02,3.713491589625099454e-02,-3.249670096469259306e-02,-3.593544007678992069e-01,2.416970101824641726e-01,2.858077253161113787e-02,1.917559423503214719e-02,-6.895859970350526336e-03,8.349329557714968431e-02,-3.411985586403375459e-01,-1.635583111457976635e-01,-4.920190342677459305e-02,-3.224167801320886317e-01,1.160958145632898120e+00,4.662598117496667416e-01
1.411106303854861577e-01,5.453764068964502831e-01,-1.511897374860979998e-02,4.591920558294822485e-01,2.299839626595273287e-02,6.719075076063072416e-01,2.017179291902614358e-01,1.905992118305525063e-01,-2.382757999700074736e-01,9.299443608224200464e-02,-2.694346989631684064e-01,1.805598899518314482e-01,-1.347301393290926130e-01,-3.338935550715465550e-01,2.406086801264163688e-01
-8.065216566994425421e-03,-1.502410897133213408e-01,-3.880710940921688334e-01,-6.976677975682749056e-02,-1.400427158104605718e-01,-1.128436112483686138e-01,-3.694317181774381953e-01,-1.934096781747512428e-01,-2.508686320698739758e-01,-8.402846372236826011e-02,-1.678024878824037613e-01,8.942746315475362529e-02,2.529528248348568709e-01,-1.544629160150690628e-01,-2.056979205707994973e-01
5.116785812690352597e-02,-2.276463113378550673e-01,2.678740733935739415e-01,2.538116009960862673e-02,6.319648670867566986e-02,-7.561890806598221826e-02,3.706141930758227732e-01,5.590712194506924221e-02,2.267811685685560200e-02,1.476052677289625137e-01,3.745488138355773655e-02,-1.483857600971636923e-02,1.624313536180339024e-01,-4.367800189627889518e-01,1.003185165883222901e-01
-3.296547926250360527e-01,-2.140470538061106376e-01,2.279792906538038177e-01,-2.532949064686128016e-01,3.503696927068162409e-02,-3.071739649410801243e-01,1.391682395524552196e-01,-4.486225426427010998e-02,-1.501408190046784052e-01,1.146956108732530288e-01,8.055424858317647430e-02,-8.669592769720448067e-02,-3.894196160702595444e-01,2.975235554673990590e-01,3.275310559861606408e-02
3.975556654345742680e-01,1.186310674505002410e-01,-9.382715471442326649e-02,1.522551347141141431e-01,3.067935465644169857e-02,2.846631331898262507e-02,2.686493348435318174e-01,-4.982844272449493683e-04,-1.018363039089470040e-01,-7.045367970665469826e-02,4.254480053438025600e-02,-3.621148774836061568e-01,-1.562323548208729429e-01,1.929079789422645796e-01,-3.588094947616481400e-01
2.839842054058310805e-01,1.862355224243671808e-02,-3.620969119339999542e-01,8.055733136842244124e-02,-3.187766813152145828e-02,-1.125364152773961242e-02,-3.603398561327540994e-01,-1.010937812788313128e-01,4.496219887279410132e-01,-4.288643783066722337e-01,-4.627528960054660412e-01,-1.555646957631735550e-01,-3.120823680094399200e-03,7.988883807933987447e-01,1.020939905536507458e-01
1.249097880561408080e-01,2.059139002572388799e-01,7.806467599684349667e-02,3.907687660216824233e-01,-4.749979918892994341e-02,2.014775706588791404e-01,3.021904428446262059e-01,2.432777432579070753e-01,-2.889783271890381672e-02,1.860182380305657190e-01,-5.143641761571193793e-01,5.058450868845901782e-01,2.558198687667105620e-02,-3.815603784855339242e-01,3.782577933330322217e-01
2.772358822147167334e-01,-1.555528866216050743e-01,-3.505996493566160277e-01,-2.651745010100674260e-02,-5.304212760316410202e-01,-3.054820416229108160e-01,9.541150154770139391e-02,-3.432666988157335175e-01,-6.143656422837904252e-01,4.692002450694865434e-01,-1.150443986704628718e-01,2.440887944644957730e-01,2.516782951596544526e-01,-1.822734215408745029e-01,-2.646525835248586533e-01
-1.827888751408540402e-01,-1.825923799398865843e-01,4.631857220867525993e-02,-2.444549887176829528e-01,-1.307892425825332994e-01,-4.273021256591050809e-01,3.542693183098929999e-01,-3.576216716772806503e-01,-5.061170536477489768e-02,1.060160034140851110e-01,2.983890451305965530e-01,-4.547053929927217242e-01,4.423622972989901814e-02,5.653684648301135485e-02,-5.945804544687980364e-01
