ROI,AverageControllability_zscore,ModalControllability_zscore,MinControlEnergy_zscore
0,0.286064309851974,-0.986343585784513,1.5143423300349297
1,-3.19635222953646,0.4410943084516203,1.6652415194186847
2,0.17568717999349517,-0.904773946523936,0.7945666348818262
3,-1.144473568396504,0.6314918987586486,1.5298506612805394
4,-1.4003420980235435,-1.5565639373388644,2.368642345627519
5,-0.2674352433543437,0.14900424093725334,-2.774761746671035
6,0.10485864482344694,-1.5290238676737349,3.795691899033147
7,0.9558280052629079,-0.8430840119969067,0.6589160599145836
8,3.7226699144105395,1.1666995621739018,-2.1446963509767567
9,-1.3941550591209824,0.6594310478327489,-0.2911880260500183
10,-0.42654572459762863,0.8588585584451053,-0.4090270159834134
11,-0.5499710209530037,1.3845564493188656,-1.2290555922535025
12,0.24691670774079819,-0.3389803713053347,-0.290661421588528
13,-4.2926080693102895,2.564910042238456,-1.2257871382092431
14,1.8406997305805948,0.37531536948917477,-1.0201846376380528
