ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.2127504329271748,0.58275579194459,0.8465181767076557
1,2.3442767900532493,0.45256742615791,0.7284934390069902
2,1.1984677834153816,0.9546779809331156,0.8867147242197032
3,1.5910967905324582,0.6768671779024592,0.7626504753658246
4,1.1994628946455854,0.5244994364264218,0.8272521734937179
5,1.1972847422042423,1.824308448690501,0.7052747612540697
6,2.456415293797187,0.6194665280217712,0.7253949960345899
7,2.0197561148914867,0.557694811044277,0.7864530069919615
8,1.5842162798332293,0.42082220758289063,0.8337142428900624
9,1.4924320267784132,0.5646740616440771,0.7160304912782423
10,1.282029923221191,0.9887915280507559,0.6346369562804872
11,1.3086628632019488,1.696075190346879,0.5439333109176508
12,1.169852884453576,0.8651877034822324,0.8277318897157478
13,2.0148462465030645,0.6990579462259086,0.4613649752418946
14,1.3275898141277935,0.7873121320986283,0.7716837654118247
