ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.3808508059072568,0.7747100695412631,0.5906551241843585
1,1.6468041221847036,0.9742441224759959,0.7442873255573235
2,2.0808633353400787,0.5817366523687213,0.6184321231702644
3,1.4209314686507373,1.0431686311963955,0.7527757973141048
4,1.4932287540797353,0.8593393422939748,0.5071860890352344
5,2.5499156024634906,0.8109921445419941,0.7278964940152989
6,1.6982440422704113,0.7342849006996852,0.7237209751672763
7,1.8302456863070171,0.49516433772857155,0.6827535996155397
8,2.3952158397959473,0.7049055322933654,0.6825099926095135
9,1.3708650985409716,1.2256376275018979,0.6552470201349763
10,1.9671644925030602,0.5352025506986863,0.7973707253255081
11,2.004742815156338,0.7247378270130536,0.6403372507551842
12,1.461034532709526,0.8720073046079155,0.8206023084568942
13,1.9096864614711702,0.8269678777502608,0.6352578545009931
14,3.4692490418888258,0.5370173404713391,0.5672572392921644
