ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.3549468663348296,0.7102482365997441,0.8565589725040308
1,2.487941612152361,0.294649668525966,0.7291563424951579
2,1.1697842601391977,0.911300551820662,0.9136513193949105
3,1.540322469462157,0.7058119469987518,0.7320796865041154
4,1.225270785230238,1.3633937916660317,0.8154934667689535
5,1.2509386416602948,0.9700333167197936,0.7360044816787721
6,2.4644412609681177,0.4509796312456098,0.6556813472472862
7,1.8867577877745279,0.5589895766511022,0.803071966907005
8,1.4789316440029707,0.4163014881932672,0.8110089376372664
9,1.3827294186435768,0.6298867273790373,0.7750596451554294
10,1.216626364607346,1.390096644375187,0.5749230233410075
11,1.2187282866887075,1.7900422116805053,0.5286982961165899
12,1.3190883592202516,0.8778570681628715,0.8017100644149071
13,1.8619553644592979,0.6158404635066608,0.4454551910800419
14,1.4183786697229814,0.5552311559228285,0.8301001492144043
