ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.4092692338657027,0.44418304146745535,0.8797762247921848
1,5.701979383720757,0.15076257676993893,0.7367332543071969
2,1.2650324896708687,0.7790275274784656,0.8576586501065758
3,2.514866927556378,0.2530443430395011,0.7061497333363952
4,1.2571676024865457,0.9525196116934579,0.8012186728654433
5,1.148801061627914,1.96749964653272,0.4066047055479989
6,2.0930860807923812,1.0376618267786206,0.3624318364723
7,1.4646174985184244,1.2880607292057744,0.4439606754473894
8,1.8409849400092027,0.5470081710279602,0.7862697832735477
9,2.053446616795493,0.30158190163073295,0.7899742615003299
10,1.378488248306422,0.8561602580419844,0.6135270769678628
11,1.5383521635166089,1.2651594923703327,0.6108719032874436
12,1.5205370445791637,0.5042894981855726,0.8606923519377929
13,2.9498135533645464,0.42828926787187716,0.4685894582796764
14,1.5236093284171999,0.5918246496385356,0.7477446395241801
