ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.344989522457872,0.3674300108799491,0.8919990189069904
1,2.3653586005667773,0.30403527906323313,0.7580740997200608
2,1.1192392491265357,1.9554279500259533,0.896687615006649
3,1.7130647760784572,0.5034387261167176,0.8323281695827721
4,1.2217276032211777,0.37141324429319333,0.9138285002533483
5,1.32626229903068,1.768390615789821,0.7007902132446749
6,2.4193390425815195,0.3343242856723938,0.7393479436497782
7,1.7571657045943438,0.572764487246531,0.7436658700083842
8,1.7477795821778597,0.7020812272747532,0.6901159368247047
9,1.3370191307130646,0.5736718166179073,0.6954683878227861
10,1.2104895931024109,0.9837513196262133,0.5956873963159236
11,1.3843590556349028,1.149218959666697,0.5236472512022838
12,1.4115590509137224,0.9004302316498032,0.8162380417007864
13,1.7371847960123947,0.9039538225686832,0.4267730715449471
14,1.5527993932520145,0.8837151172932884,0.7428535816307766
