ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.3478688119883209,0.33345239799824017,0.9033332421306598
1,2.6946232110972765,0.3022629860186263,0.8453040985877645
2,1.1096615383174873,0.7403620698322039,0.9322528049229554
3,1.5560726081693153,0.30114150979058,0.8638113520575731
4,1.1486402269557678,1.3867973094215733,0.8858740762928513
5,1.1741560083360396,1.0814973213250119,0.6641506324999312
6,2.8455230388126886,0.6062707634507676,0.7617273158017752
7,2.0200699324359848,1.0130449089371993,0.7148574860625121
8,1.6974641740648655,0.6264325950282152,0.7369946734933919
9,1.3557153517401532,0.66875223561896,0.6913226699378839
10,1.25264287171407,0.8602152950028872,0.6453410992299539
11,1.267046654965569,1.804576288387722,0.5325070029063662
12,1.2758605164295498,1.01561027152463,0.8727182872988054
13,1.6584243213903087,0.935682384235854,0.3901316557251139
14,1.4456765156085167,0.8549096648784098,0.7137626297314446
