ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.3132626163966798,0.9283191302547364,0.6539801900341735
1,1.6596108986517646,0.8323438085377255,0.814124704248046
2,1.957488904929704,0.5073277215715997,0.7556264542993376
3,1.358739021026678,0.6819915486849055,0.8421146745672223
4,1.3726171930498914,1.3352945455834067,0.5896766882981566
5,1.9403800182771433,0.7405363445402018,0.6305088429397563
6,1.8385835092016174,0.811834405616016,0.7446279121124633
7,1.5828225770151048,0.725892164711943,0.6795098258177414
8,1.792375433117284,1.0702947943674948,0.6350497376611123
9,1.462988813479488,1.1055884304702839,0.6561796674210574
10,1.6896437832059295,0.5788045073983812,0.7460097549348509
11,2.126013507191593,0.576454459224994,0.7036490057530962
12,1.4280162925614872,0.6740721207399862,0.7635191532019667
13,1.9849487207048095,0.8348933237664465,0.5979518410895943
14,3.2716336026269204,0.3155049025511951,0.6102763416037009
