ROI,AverageControllability,ModalControllability,MinControlEnergy
0,1.6858366210977478,0.2982590036903634,0.8889276835335459
1,5.3900386973272605,0.2393599277978063,0.5852709003261755
2,1.3663396720943675,1.2474004332156707,0.886436692408839
3,2.416934810736001,0.44420312378213467,0.6676256122507428
4,1.4266241653885532,0.4118658850194598,0.7986210939394186
5,1.769549928203393,1.9974729932605295,0.5536795263882173
6,7.380570813848805,0.4410507361305759,0.6387629680338501
7,4.511985784980171,0.6692558287366854,0.6190447495371273
8,3.0556479453672263,0.32412988091492867,0.520332704483837
9,1.8787177731721632,0.5439747884400719,0.6285765362356014
10,1.5383502145810999,0.587839092823008,0.4273170895391682
11,2.443820578873671,1.3627399213052875,0.4043167709043365
12,2.090415918345649,0.9683295486228276,0.8025234834458412
13,4.041875878356253,0.7388633567633989,0.2177624965177531
14,2.5008707471812723,0.44923601211045366,0.5755559605747487
